Age,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Year,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,Attrition
49,Travel_Rarely,6,2,Life Sciences,2394,2,Married,107390,2.0,11,3,30.0,3,15,2,12,2015,3.0,3.0,3.0,3,0
49,Travel_Rarely,6,2,Life Sciences,2394,2,Married,107390,2.0,11,3,30.0,3,15,2,12,2016,3.0,3.0,3.0,3,0
36,Non-Travel,8,4,Life Sciences,2395,4,Married,103880,0.0,14,0,4.0,2,3,1,2,2015,4.0,3.0,3.0,3,0
36,Non-Travel,8,4,Life Sciences,2395,4,Married,103880,0.0,14,0,4.0,2,3,1,2,2016,4.0,3.0,3.0,3,0
36,Travel_Rarely,2,2,Medical,2396,2,Divorced,114160,6.0,16,0,13.0,2,5,0,4,2015,4.0,1.0,3.0,3,0
36,Travel_Rarely,2,2,Medical,2396,2,Divorced,114160,6.0,16,0,13.0,2,5,0,4,2016,4.0,1.0,3.0,3,0
54,Travel_Rarely,24,3,Marketing,2397,1,Married,26000,3.0,14,0,36.0,5,10,4,7,2015,2.0,3.0,3.0,3,0
54,Travel_Rarely,24,3,Marketing,2397,1,Married,26000,3.0,14,0,36.0,5,10,4,7,2016,2.0,3.0,3.0,3,0
43,Travel_Rarely,2,4,Life Sciences,2398,1,Married,24220,1.0,11,1,14.0,2,14,6,11,2015,3.0,3.0,3.0,3,0
43,Travel_Rarely,2,4,Life Sciences,2398,1,Married,24220,1.0,11,1,14.0,2,14,6,11,2016,3.0,3.0,3.0,3,0
35,Travel_Frequently,17,4,Medical,2399,1,Single,54720,3.0,11,1,13.0,3,11,6,7,2015,4.0,4.0,4.0,2,1
38,Travel_Frequently,19,2,Life Sciences,2400,2,Married,24510,7.0,12,1,19.0,3,13,2,9,2015,4.0,4.0,4.0,3,0
38,Travel_Frequently,19,2,Life Sciences,2400,2,Married,24510,7.0,12,1,19.0,3,13,2,9,2016,4.0,4.0,4.0,3,0
29,Travel_Rarely,1,2,Medical,2401,2,Divorced,42400,1.0,14,0,10.0,2,10,0,9,2015,1.0,2.0,2.0,2,0
29,Travel_Rarely,1,2,Medical,2401,2,Divorced,42400,1.0,14,0,10.0,2,10,0,9,2016,1.0,2.0,2.0,2,0
33,Travel_Rarely,7,3,Medical,2402,5,Divorced,109990,1.0,18,3,6.0,3,6,0,4,2015,4.0,4.0,3.0,2,0
33,Travel_Rarely,7,3,Medical,2402,5,Divorced,109990,1.0,18,3,6.0,3,6,0,4,2016,4.0,4.0,3.0,2,0
32,Travel_Rarely,5,4,Technical Degree,2403,5,Divorced,50030,0.0,13,0,10.0,5,9,1,6,2015,4.0,2.0,2.0,3,0
32,Travel_Rarely,5,4,Technical Degree,2403,5,Divorced,50030,0.0,13,0,10.0,5,9,1,6,2016,4.0,2.0,2.0,3,0
31,Travel_Rarely,28,4,Technical Degree,2404,2,Married,127420,1.0,11,0,10.0,4,10,0,2,2015,1.0,4.0,3.0,2,0
31,Travel_Rarely,28,4,Technical Degree,2404,2,Married,127420,1.0,11,0,10.0,4,10,0,2,2016,1.0,4.0,3.0,2,0
49,Travel_Rarely,2,4,Medical,2405,1,Divorced,42270,4.0,18,0,17.0,3,2,2,2,2015,4.0,1.0,2.0,2,0
49,Travel_Rarely,2,4,Medical,2405,1,Divorced,42270,4.0,18,0,17.0,3,2,2,2,2016,4.0,1.0,2.0,2,0
38,Travel_Frequently,29,2,Medical,2406,1,Single,39170,1.0,15,3,4.0,2,4,3,3,2015,4.0,2.0,3.0,3,0
38,Travel_Frequently,29,2,Medical,2406,1,Single,39170,1.0,15,3,4.0,2,4,3,3,2016,4.0,2.0,3.0,3,0
47,Travel_Rarely,1,4,Medical,2407,3,Divorced,183030,6.0,22,1,29.0,2,3,1,2,2015,2.0,2.0,3.0,2,0
47,Travel_Rarely,1,4,Medical,2407,3,Divorced,183030,6.0,22,1,29.0,2,3,1,2,2016,2.0,2.0,3.0,2,0
49,Travel_Rarely,21,3,Medical,2408,2,Single,23800,4.0,13,0,23.0,3,8,0,0,2015,3.0,3.0,3.0,1,0
49,Travel_Rarely,21,3,Medical,2408,2,Single,23800,4.0,13,0,23.0,3,8,0,0,2016,3.0,3.0,3.0,1,0
41,Travel_Rarely,24,4,Life Sciences,2409,4,Single,137260,3.0,12,0,21.0,6,2,0,2,2015,4.0,3.0,3.0,4,0
41,Travel_Rarely,24,4,Life Sciences,2409,4,Single,137260,3.0,12,0,21.0,6,2,0,2,2016,4.0,3.0,3.0,4,0
20,Travel_Rarely,1,3,Life Sciences,2410,1,Single,47770,1.0,18,1,2.0,3,2,0,2,2015,4.0,1.0,3.0,3,0
20,Travel_Rarely,1,3,Life Sciences,2410,1,Single,47770,1.0,18,1,2.0,3,2,0,2,2016,4.0,1.0,3.0,3,0
33,Non-Travel,18,2,Medical,2411,2,Divorced,63850,1.0,13,0,7.0,6,6,1,2,2015,3.0,4.0,3.0,2,0
33,Non-Travel,18,2,Medical,2411,2,Divorced,63850,1.0,13,0,7.0,6,6,1,2,2016,3.0,4.0,3.0,2,0
36,Travel_Rarely,2,2,Technical Degree,2412,3,Married,199730,6.0,12,0,10.0,2,3,0,2,2015,1.0,3.0,2.0,3,0
36,Travel_Rarely,2,2,Technical Degree,2412,3,Married,199730,6.0,12,0,10.0,2,3,0,2,2016,1.0,3.0,2.0,3,0
44,Travel_Rarely,9,3,Technical Degree,2413,3,Divorced,68610,4.0,12,0,8.0,2,2,2,2,2015,3.0,4.0,3.0,2,0
44,Travel_Rarely,9,3,Technical Degree,2413,3,Divorced,68610,4.0,12,0,8.0,2,2,2,2,2016,3.0,4.0,3.0,2,0
23,Travel_Rarely,6,3,Life Sciences,2414,3,Single,49690,1.0,12,0,5.0,3,5,1,2,2015,4.0,3.0,3.0,3,1
38,Travel_Rarely,11,2,Life Sciences,2415,1,Married,198450,7.0,11,1,7.0,3,0,0,0,2015,4.0,3.0,2.0,3,0
38,Travel_Rarely,11,2,Life Sciences,2415,1,Married,198450,7.0,11,1,7.0,3,0,0,0,2016,4.0,3.0,2.0,3,0
53,Travel_Rarely,24,3,Life Sciences,2416,4,Married,133200,3.0,11,0,11.0,2,4,1,2,2015,2.0,4.0,3.0,3,0
53,Travel_Rarely,24,3,Life Sciences,2416,4,Married,133200,3.0,11,0,11.0,2,4,1,2,2016,2.0,4.0,3.0,3,0
48,Travel_Frequently,10,2,Marketing,2417,1,Married,63470,2.0,12,1,19.0,3,9,7,7,2015,4.0,3.0,3.0,1,1
32,Travel_Rarely,1,3,Life Sciences,2418,2,Single,27430,1.0,19,1,1.0,2,1,0,0,2015,4.0,2.0,3.0,3,1
26,Non-Travel,18,2,Medical,2419,1,Single,108800,1.0,23,1,7.0,5,7,5,7,2015,4.0,4.0,3.0,3,0
26,Non-Travel,18,2,Medical,2419,1,Single,108800,1.0,23,1,7.0,5,7,5,7,2016,4.0,4.0,3.0,3,0
55,Travel_Rarely,23,1,Life Sciences,2420,5,Divorced,23420,5.0,11,2,8.0,2,4,1,2,2015,1.0,2.0,3.0,3,0
55,Travel_Rarely,23,1,Life Sciences,2420,5,Divorced,23420,5.0,11,2,8.0,2,4,1,2,2016,1.0,2.0,3.0,3,0
34,Travel_Rarely,28,3,Life Sciences,2421,2,Married,176500,1.0,19,1,15.0,6,15,4,13,2015,2.0,4.0,4.0,1,0
34,Travel_Rarely,28,3,Life Sciences,2421,2,Married,176500,1.0,19,1,15.0,6,15,4,13,2016,2.0,4.0,4.0,1,0
60,Travel_Rarely,17,4,Medical,2422,1,Divorced,40250,3.0,13,1,19.0,5,1,0,0,2015,3.0,4.0,4.0,2,0
60,Travel_Rarely,17,4,Medical,2422,1,Divorced,40250,3.0,13,1,19.0,5,1,0,0,2016,3.0,4.0,4.0,2,0
33,Travel_Rarely,3,3,Life Sciences,2423,3,Married,97250,1.0,11,0,14.0,0,14,2,13,2015,2.0,2.0,3.0,3,0
33,Travel_Rarely,3,3,Life Sciences,2423,3,Married,97250,1.0,11,0,14.0,0,14,2,13,2016,2.0,2.0,3.0,3,0
37,Travel_Frequently,13,3,Life Sciences,2424,1,Divorced,119040,1.0,12,1,6.0,4,6,1,3,2015,3.0,4.0,2.0,3,0
37,Travel_Frequently,13,3,Life Sciences,2424,1,Divorced,119040,1.0,12,1,6.0,4,6,1,3,2016,3.0,4.0,2.0,3,0
34,Travel_Rarely,7,2,Life Sciences,2425,1,Married,21770,1.0,13,0,10.0,5,10,8,7,2015,2.0,4.0,3.0,3,0
34,Travel_Rarely,7,2,Life Sciences,2425,1,Married,21770,1.0,13,0,10.0,5,10,8,7,2016,2.0,4.0,3.0,3,0
23,Travel_Rarely,12,2,Medical,2426,2,Divorced,75250,1.0,14,2,3.0,2,3,0,2,2015,3.0,4.0,3.0,3,1
44,Travel_Rarely,1,3,Life Sciences,2427,1,Married,48340,1.0,14,0,9.0,1,8,6,7,2015,3.0,4.0,3.0,4,0
44,Travel_Rarely,1,3,Life Sciences,2427,1,Married,48340,1.0,14,0,9.0,1,8,6,7,2016,3.0,4.0,3.0,4,0
35,Travel_Frequently,13,3,Life Sciences,2428,3,Single,20420,0.0,16,0,6.0,2,5,1,4,2015,1.0,4.0,4.0,3,0
35,Travel_Frequently,13,3,Life Sciences,2428,3,Single,20420,0.0,16,0,6.0,2,5,1,4,2016,1.0,4.0,4.0,3,0
43,Travel_Rarely,25,4,Life Sciences,2429,2,Married,22200,1.0,11,0,10.0,2,10,8,8,2015,4.0,4.0,3.0,1,0
43,Travel_Rarely,25,4,Life Sciences,2429,2,Married,22200,1.0,11,0,10.0,2,10,8,8,2016,4.0,4.0,3.0,1,0
24,Travel_Rarely,6,3,Life Sciences,2430,3,Married,10520,1.0,13,0,5.0,3,5,0,4,2015,3.0,3.0,3.0,3,0
24,Travel_Rarely,6,3,Life Sciences,2430,3,Married,10520,1.0,13,0,5.0,3,5,0,4,2016,3.0,3.0,3.0,3,0
41,Travel_Rarely,6,4,Marketing,2431,1,Single,28210,1.0,17,0,10.0,3,10,8,7,2015,4.0,3.0,3.0,3,0
41,Travel_Rarely,6,4,Marketing,2431,1,Single,28210,1.0,17,0,10.0,3,10,8,7,2016,4.0,3.0,3.0,3,0
29,Travel_Rarely,2,2,Life Sciences,2432,2,Married,192370,9.0,11,1,9.0,2,5,1,2,2015,4.0,3.0,3.0,3,0
29,Travel_Rarely,2,2,Life Sciences,2432,2,Married,192370,9.0,11,1,9.0,2,5,1,2,2016,4.0,3.0,3.0,3,0
36,Travel_Rarely,1,4,Life Sciences,2433,3,Single,41070,3.0,11,1,17.0,2,13,6,7,2015,3.0,4.0,2.0,1,0
36,Travel_Rarely,1,4,Life Sciences,2433,3,Single,41070,3.0,11,1,17.0,2,13,6,7,2016,3.0,4.0,2.0,1,0
45,Non-Travel,2,3,Life Sciences,2434,2,Married,83960,3.0,15,2,25.0,3,23,14,4,2015,3.0,3.0,2.0,2,0
45,Non-Travel,2,3,Life Sciences,2434,2,Married,83960,3.0,15,2,25.0,3,23,14,4,2016,3.0,3.0,2.0,2,0
24,Travel_Rarely,6,2,Medical,2435,2,Married,20070,1.0,12,0,1.0,2,1,0,0,2015,4.0,3.0,3.0,2,1
47,Travel_Frequently,1,3,Medical,2436,2,Married,196270,7.0,11,2,25.0,1,23,14,10,2015,3.0,3.0,1.0,3,1
26,Travel_Rarely,9,1,Medical,2437,1,Married,106860,1.0,14,1,3.0,2,3,0,2,2015,4.0,3.0,4.0,3,0
26,Travel_Rarely,9,1,Medical,2437,1,Married,106860,1.0,14,1,3.0,2,3,0,2,2016,4.0,3.0,4.0,3,0
45,Travel_Rarely,1,4,Life Sciences,2438,1,Single,29420,1.0,22,1,21.0,4,21,8,6,2015,4.0,2.0,3.0,3,0
45,Travel_Rarely,1,4,Life Sciences,2438,1,Single,29420,1.0,22,1,21.0,4,21,8,6,2016,4.0,2.0,3.0,3,0
32,Travel_Frequently,1,1,Marketing,2439,2,Married,88580,6.0,16,1,10.0,2,5,1,3,2015,1.0,3.0,2.0,3,0
32,Travel_Frequently,1,1,Marketing,2439,2,Married,88580,6.0,16,1,10.0,2,5,1,3,2016,1.0,3.0,2.0,3,0
31,Travel_Rarely,14,2,Life Sciences,2440,1,Married,167560,1.0,11,2,6.0,5,5,0,3,2015,2.0,3.0,4.0,3,0
31,Travel_Rarely,14,2,Life Sciences,2440,1,Married,167560,1.0,11,2,6.0,5,5,0,3,2016,2.0,3.0,4.0,3,0
41,Non-Travel,2,2,Medical,2441,2,Married,107980,6.0,14,2,10.0,5,3,1,2,2015,3.0,2.0,3.0,1,0
41,Non-Travel,2,2,Medical,2441,2,Married,107980,6.0,14,2,10.0,5,3,1,2,2016,3.0,2.0,3.0,1,0
40,Travel_Rarely,22,2,Technical Degree,2442,1,Married,23230,2.0,16,1,18.0,2,1,0,0,2015,2.0,1.0,3.0,3,0
40,Travel_Rarely,22,2,Technical Degree,2442,1,Married,23230,2.0,16,1,18.0,2,1,0,0,2016,2.0,1.0,3.0,3,0
24,Travel_Rarely,3,3,Life Sciences,2443,1,Divorced,14160,1.0,15,1,6.0,3,6,1,2,2015,2.0,1.0,4.0,2,0
24,Travel_Rarely,3,3,Life Sciences,2443,1,Divorced,14160,1.0,15,1,6.0,3,6,1,2,2016,2.0,1.0,4.0,2,0
46,Travel_Rarely,6,3,Medical,2444,4,Single,46150,6.0,12,0,19.0,3,10,0,9,2015,3.0,2.0,3.0,2,0
46,Travel_Rarely,6,3,Medical,2444,4,Single,46150,6.0,12,0,19.0,3,10,0,9,2016,3.0,2.0,3.0,2,0
35,Travel_Rarely,8,4,Life Sciences,2445,1,Married,24610,2.0,20,1,17.0,4,7,0,7,2015,4.0,3.0,3.0,3,0
35,Travel_Rarely,8,4,Life Sciences,2445,1,Married,24610,2.0,20,1,17.0,4,7,0,7,2016,4.0,3.0,3.0,3,0
30,Travel_Rarely,9,4,Marketing,2446,1,Married,87220,1.0,17,1,10.0,3,10,0,8,2015,2.0,4.0,2.0,3,0
30,Travel_Rarely,9,4,Marketing,2446,1,Married,87220,1.0,17,1,10.0,3,10,0,8,2016,2.0,4.0,2.0,3,0
47,Non-Travel,3,2,Life Sciences,2447,2,Married,39550,7.0,12,1,4.0,5,1,0,0,2015,3.0,2.0,1.0,3,0
47,Non-Travel,3,2,Life Sciences,2447,2,Married,39550,7.0,12,1,4.0,5,1,0,0,2016,3.0,2.0,1.0,3,0
46,Travel_Rarely,1,4,Technical Degree,2448,3,Divorced,99570,4.0,20,0,13.0,1,10,0,3,2015,3.0,4.0,2.0,3,0
46,Travel_Rarely,1,4,Technical Degree,2448,3,Divorced,99570,4.0,20,0,13.0,1,10,0,3,2016,3.0,4.0,2.0,3,0
36,Travel_Rarely,1,3,Medical,2449,2,Divorced,33760,5.0,20,0,16.0,3,2,2,2,2015,2.0,1.0,3.0,3,1
32,Travel_Rarely,26,3,Medical,2450,2,Single,88230,6.0,13,2,10.0,3,0,0,0,2015,1.0,2.0,3.0,3,1
23,Travel_Rarely,6,4,Life Sciences,2451,3,Single,103220,1.0,14,2,3.0,2,3,1,2,2015,3.0,2.0,1.0,3,0
23,Travel_Rarely,6,4,Life Sciences,2451,3,Single,103220,1.0,14,2,3.0,2,3,1,2,2016,3.0,2.0,1.0,3,0
31,Travel_Frequently,3,3,Marketing,2452,2,Single,46210,2.0,18,1,9.0,3,5,1,4,2015,4.0,4.0,2.0,3,0
31,Travel_Frequently,3,3,Marketing,2452,2,Single,46210,2.0,18,1,9.0,3,5,1,4,2016,4.0,4.0,2.0,3,0
39,Non-Travel,3,3,Life Sciences,2453,2,Married,109760,1.0,11,0,9.0,3,9,5,8,2015,4.0,4.0,3.0,2,0
39,Non-Travel,3,3,Life Sciences,2453,2,Married,109760,1.0,11,0,9.0,3,9,5,8,2016,4.0,4.0,3.0,2,0
32,Travel_Rarely,6,3,Technical Degree,2454,1,Married,36600,3.0,11,2,10.0,0,4,0,2,2015,4.0,3.0,1.0,2,0
32,Travel_Rarely,6,3,Technical Degree,2454,1,Married,36600,3.0,11,2,10.0,0,4,0,2,2016,4.0,3.0,1.0,2,0
40,Travel_Rarely,6,3,Life Sciences,2455,3,Single,104820,1.0,11,1,21.0,6,21,12,8,2015,2.0,2.0,2.0,2,0
40,Travel_Rarely,6,3,Life Sciences,2455,3,Single,104820,1.0,11,1,21.0,6,21,12,8,2016,2.0,2.0,2.0,2,0
45,Travel_Rarely,19,4,Medical,2456,1,Married,71190,4.0,15,0,9.0,2,5,0,3,2015,3.0,3.0,4.0,3,0
45,Travel_Rarely,19,4,Medical,2456,1,Married,71190,4.0,15,0,9.0,2,5,0,3,2016,3.0,3.0,4.0,3,0
30,Travel_Frequently,9,3,Life Sciences,2457,1,Single,95820,0.0,12,1,10.0,2,9,0,7,2015,4.0,1.0,3.0,3,0
30,Travel_Frequently,9,3,Life Sciences,2457,1,Single,95820,0.0,12,1,10.0,2,9,0,7,2016,4.0,1.0,3.0,3,0
24,Travel_Frequently,3,4,Marketing,2458,1,Married,45080,0.0,11,1,3.0,5,2,2,1,2015,1.0,4.0,3.0,3,0
24,Travel_Frequently,3,4,Marketing,2458,1,Married,45080,0.0,11,1,3.0,5,2,2,1,2016,1.0,4.0,3.0,3,0
30,Travel_Frequently,10,3,Life Sciences,2459,1,Divorced,22070,6.0,14,0,6.0,4,4,1,2,2015,3.0,4.0,2.0,3,1
31,Travel_Rarely,3,2,Life Sciences,2460,3,Married,77560,1.0,15,2,6.0,3,5,0,2,2015,1.0,3.0,3.0,4,0
31,Travel_Rarely,3,2,Life Sciences,2460,3,Married,77560,1.0,15,2,6.0,3,5,0,2,2016,1.0,3.0,3.0,4,0
27,Travel_Rarely,3,3,Life Sciences,2461,1,Single,66940,1.0,13,1,6.0,2,6,1,4,2015,3.0,4.0,2.0,2,0
27,Travel_Rarely,3,3,Life Sciences,2461,1,Single,66940,1.0,13,1,6.0,2,6,1,4,2016,3.0,4.0,2.0,2,0
29,Travel_Rarely,4,3,Marketing,2462,5,Single,36910,1.0,13,0,2.0,3,2,2,2,2015,2.0,2.0,3.0,3,1
29,Travel_Frequently,8,4,Life Sciences,2463,1,Single,23770,8.0,21,1,10.0,2,3,0,2,2015,4.0,3.0,4.0,3,0
29,Travel_Frequently,8,4,Life Sciences,2463,1,Single,23770,8.0,21,1,10.0,2,3,0,2,2016,4.0,3.0,4.0,3,0
30,Travel_Rarely,7,3,Life Sciences,2464,3,Divorced,23130,2.0,11,0,12.0,5,7,1,7,2015,3.0,1.0,3.0,3,0
30,Travel_Rarely,7,3,Life Sciences,2464,3,Divorced,23130,2.0,11,0,12.0,5,7,1,7,2016,3.0,1.0,3.0,3,0
34,Travel_Rarely,1,2,Medical,2465,2,Married,176650,0.0,11,0,6.0,5,5,1,2,2015,4.0,4.0,3.0,2,0
34,Travel_Rarely,1,2,Medical,2465,2,Married,176650,0.0,11,0,6.0,5,5,1,2,2016,4.0,4.0,3.0,2,0
33,Non-Travel,2,4,Medical,2466,1,Single,25960,8.0,14,1,13.0,4,11,1,7,2015,4.0,2.0,2.0,3,0
33,Non-Travel,2,4,Medical,2466,1,Single,25960,8.0,14,1,13.0,4,11,1,7,2016,4.0,2.0,2.0,3,0
49,Travel_Rarely,3,4,Marketing,2467,1,Single,47280,3.0,11,1,8.0,4,5,0,4,2015,4.0,4.0,4.0,3,0
49,Travel_Rarely,3,4,Marketing,2467,1,Single,47280,3.0,11,1,8.0,4,5,0,4,2016,4.0,4.0,4.0,3,0
33,Travel_Rarely,10,3,Life Sciences,2468,1,Single,43020,2.0,13,0,11.0,3,0,0,0,2015,1.0,1.0,2.0,1,1
38,Travel_Frequently,28,3,Medical,2469,1,Married,29790,4.0,12,1,9.0,3,6,0,5,2015,3.0,2.0,2.0,3,0
38,Travel_Frequently,28,3,Medical,2469,1,Married,29790,4.0,12,1,9.0,3,6,0,5,2016,3.0,2.0,2.0,3,0
31,Travel_Rarely,9,4,Human Resources,2470,2,Married,168850,2.0,14,2,10.0,2,1,0,0,2015,1.0,3.0,3.0,3,1
29,Travel_Rarely,3,4,Other,2471,2,Divorced,55930,1.0,13,1,1.0,3,1,0,0,2015,4.0,1.0,3.0,3,0
29,Travel_Rarely,3,4,Other,2471,2,Divorced,55930,1.0,13,1,1.0,3,1,0,0,2016,4.0,1.0,3.0,3,0
30,Travel_Rarely,2,1,Medical,2472,1,Married,104450,3.0,18,1,10.0,3,7,1,7,2015,3.0,3.0,3.0,3,0
30,Travel_Rarely,2,1,Medical,2472,1,Married,104450,3.0,18,1,10.0,3,7,1,7,2016,3.0,3.0,3.0,3,0
32,Non-Travel,10,4,Life Sciences,2473,1,Single,87400,2.0,11,1,12.0,2,7,0,7,2015,2.0,2.0,3.0,3,0
32,Non-Travel,10,4,Life Sciences,2473,1,Single,87400,2.0,11,1,12.0,2,7,0,7,2016,2.0,2.0,3.0,3,0
38,Travel_Rarely,8,2,Technical Degree,2474,1,Married,25140,3.0,11,0,15.0,2,1,1,0,2015,2.0,4.0,3.0,2,0
38,Travel_Rarely,8,2,Technical Degree,2474,1,Married,25140,3.0,11,0,15.0,2,1,1,0,2016,2.0,4.0,3.0,2,0
43,Travel_Frequently,1,4,Other,2475,3,Married,76550,9.0,12,1,6.0,3,1,0,0,2015,3.0,3.0,3.0,3,1
42,Travel_Rarely,1,3,Other,2476,1,Divorced,174650,8.0,13,1,7.0,3,5,0,4,2015,2.0,2.0,2.0,3,0
42,Travel_Rarely,1,3,Other,2476,1,Divorced,174650,8.0,13,1,7.0,3,5,0,4,2016,2.0,2.0,2.0,3,0
55,Travel_Rarely,3,2,Life Sciences,2477,1,Married,73510,8.0,20,1,34.0,3,1,0,0,2015,3.0,3.0,3.0,3,0
55,Travel_Rarely,3,2,Life Sciences,2477,1,Married,73510,8.0,20,1,34.0,3,1,0,0,2016,3.0,3.0,3.0,3,0
33,Non-Travel,14,3,Other,2478,1,Divorced,108200,5.0,12,0,11.0,2,9,1,7,2015,4.0,2.0,2.0,3,0
33,Non-Travel,14,3,Other,2478,1,Divorced,108200,5.0,12,0,11.0,2,9,1,7,2016,4.0,2.0,2.0,3,0
41,Travel_Rarely,5,3,Medical,2479,1,Divorced,121690,1.0,19,0,5.0,2,5,0,4,2015,3.0,1.0,3.0,3,0
41,Travel_Rarely,5,3,Medical,2479,1,Divorced,121690,1.0,19,0,5.0,2,5,0,4,2016,3.0,1.0,3.0,3,0
34,Non-Travel,7,4,Medical,2480,1,Divorced,196260,1.0,21,0,15.0,5,15,0,7,2015,4.0,3.0,3.0,2,0
34,Non-Travel,7,4,Medical,2480,1,Divorced,196260,1.0,21,0,15.0,5,15,0,7,2016,4.0,3.0,3.0,2,0
53,Non-Travel,10,4,Medical,2481,2,Married,20700,4.0,13,2,27.0,2,3,0,2,2015,1.0,3.0,2.0,4,0
53,Non-Travel,10,4,Medical,2481,2,Married,20700,4.0,13,2,27.0,2,3,0,2,2016,1.0,3.0,2.0,4,0
43,Travel_Rarely,16,2,Marketing,2482,1,Single,67820,0.0,16,1,10.0,2,9,1,8,2015,2.0,4.0,3.0,3,0
43,Travel_Rarely,16,2,Marketing,2482,1,Single,67820,0.0,16,1,10.0,2,9,1,8,2016,2.0,4.0,3.0,3,0
34,Travel_Rarely,10,2,Life Sciences,2483,5,Single,77790,5.0,12,1,6.0,2,2,2,2,2015,4.0,4.0,3.0,3,0
34,Travel_Rarely,10,2,Life Sciences,2483,5,Single,77790,5.0,12,1,6.0,2,2,2,2,2016,4.0,4.0,3.0,3,0
21,Travel_Rarely,1,2,Marketing,2484,5,Single,27910,1.0,14,0,1.0,3,1,1,0,2015,2.0,2.0,3.0,4,1
38,Travel_Rarely,8,2,Life Sciences,2485,2,Married,32010,1.0,11,1,5.0,3,5,0,4,2015,4.0,3.0,3.0,2,0
38,Travel_Rarely,8,2,Life Sciences,2485,2,Married,32010,1.0,11,1,5.0,3,5,0,4,2016,4.0,3.0,3.0,2,0
22,Travel_Rarely,1,3,Other,2486,4,Married,49680,1.0,14,0,1.0,3,1,0,0,2015,3.0,1.0,3.0,3,1
31,Travel_Rarely,8,5,Life Sciences,2487,5,Married,131200,1.0,12,2,13.0,6,12,5,7,2015,1.0,4.0,3.0,2,0
31,Travel_Rarely,8,5,Life Sciences,2487,5,Married,131200,1.0,12,2,13.0,6,12,5,7,2016,1.0,4.0,3.0,2,0
51,Travel_Rarely,1,4,Life Sciences,2488,1,Married,40330,2.0,14,0,15.0,2,2,2,2,2015,1.0,3.0,3.0,3,0
51,Travel_Rarely,1,4,Life Sciences,2488,1,Married,40330,2.0,14,0,15.0,2,2,2,2,2016,1.0,3.0,3.0,3,0
37,Travel_Rarely,24,1,Life Sciences,2489,2,Married,32910,1.0,16,3,5.0,2,5,0,3,2015,2.0,2.0,3.0,2,0
37,Travel_Rarely,24,1,Life Sciences,2489,2,Married,32910,1.0,16,3,5.0,2,5,0,3,2016,2.0,2.0,3.0,2,0
46,Travel_Rarely,3,4,Marketing,2490,1,Divorced,42720,7.0,13,0,24.0,3,2,2,2,2015,3.0,4.0,3.0,4,0
46,Travel_Rarely,3,4,Marketing,2490,1,Divorced,42720,7.0,13,0,24.0,3,2,2,2,2016,3.0,4.0,3.0,4,0
36,Travel_Rarely,27,3,Technical Degree,2491,4,Married,50560,7.0,12,0,15.0,2,12,5,7,2015,4.0,1.0,3.0,2,0
36,Travel_Rarely,27,3,Technical Degree,2491,4,Married,50560,7.0,12,0,15.0,2,12,5,7,2016,4.0,1.0,3.0,2,0
44,Travel_Frequently,10,4,Life Sciences,2492,1,Divorced,28440,1.0,12,0,6.0,2,5,2,3,2015,3.0,2.0,2.0,4,1
37,Travel_Rarely,19,2,Technical Degree,2493,2,Divorced,27030,2.0,14,0,19.0,2,10,4,7,2015,3.0,2.0,2.0,3,0
37,Travel_Rarely,19,2,Technical Degree,2493,2,Divorced,27030,2.0,14,0,19.0,2,10,4,7,2016,3.0,2.0,2.0,3,0
35,Travel_Rarely,15,4,Life Sciences,2494,2,Single,19040,1.0,22,1,10.0,4,10,7,7,2015,3.0,4.0,3.0,3,1
33,Travel_Rarely,8,5,Medical,2495,2,Married,82240,6.0,19,0,14.0,3,10,7,6,2015,4.0,1.0,3.0,3,0
33,Travel_Rarely,8,5,Medical,2495,2,Married,82240,6.0,19,0,14.0,3,10,7,6,2016,4.0,1.0,3.0,3,0
28,Travel_Rarely,9,3,Medical,2496,2,Married,47660,1.0,12,0,5.0,3,5,0,3,2015,3.0,4.0,4.0,3,0
28,Travel_Rarely,9,3,Medical,2496,2,Married,47660,1.0,12,0,5.0,3,5,0,3,2016,3.0,4.0,4.0,3,0
39,Travel_Rarely,3,4,Marketing,2497,2,Single,26100,7.0,12,0,9.0,2,4,2,2,2015,3.0,3.0,3.0,2,0
39,Travel_Rarely,3,4,Marketing,2497,2,Single,26100,7.0,12,0,9.0,2,4,2,2,2016,3.0,3.0,3.0,2,0
46,Non-Travel,9,2,Life Sciences,2498,2,Single,57310,8.0,17,0,6.0,2,2,2,2,2015,2.0,2.0,3.0,3,0
46,Non-Travel,9,2,Life Sciences,2498,2,Single,57310,8.0,17,0,6.0,2,2,2,2,2016,2.0,2.0,3.0,3,0
40,Travel_Rarely,2,2,Medical,2499,1,Married,25390,4.0,12,1,7.0,3,4,0,2,2015,3.0,1.0,2.0,3,0
40,Travel_Rarely,2,2,Medical,2499,1,Married,25390,4.0,12,1,7.0,3,4,0,2,2016,3.0,1.0,2.0,3,0
